City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Pangkalanbuun,ID,-2.6833,111.6167,88.43,59,99,2.86,overcast clouds
344,Aden,YE,12.7794,45.0367,88.74,70,4,6.17,clear sky
345,Santa Cruz Cabralia,BR,-16.2781,-39.0247,70.03,94,40,2.3,scattered clouds
346,Constantine,DZ,36.365,6.6147,60.21,67,40,2.3,scattered clouds
347,Demerval Lobao,BR,-5.3583,-42.6764,74.61,90,95,2.71,overcast clouds
348,Tromso,NO,69.6496,18.957,43.38,81,75,19.57,broken clouds
349,Yerbogachen,RU,61.2767,108.0108,37.74,97,100,6.22,overcast clouds
350,Maputo,MZ,-25.9653,32.5892,62.22,94,100,10.0,moderate rain
351,Ugoofaaru,MV,5.6667,73.0,81.84,74,1,7.38,clear sky
352,Bafoulabe,ML,13.8065,-10.8321,72.45,98,100,3.33,light rain
353,Eilenburg,DE,51.4598,12.6334,51.91,76,53,5.7,broken clouds
354,Makakilo City,US,21.3469,-158.0858,79.12,69,0,12.66,clear sky
355,Broome,US,42.2506,-75.833,58.39,91,100,4.61,overcast clouds
356,Taltal,CL,-25.4,-70.4833,53.76,76,0,1.19,clear sky
357,Penzance,GB,50.1186,-5.5371,58.77,93,20,8.05,few clouds
358,Peniche,PT,39.3558,-9.3811,69.3,96,5,2.95,clear sky
359,Boisar,IN,19.8,72.75,80.28,72,51,9.64,broken clouds
360,Kjollefjord,NO,70.9457,27.3465,42.85,87,100,19.57,light rain
361,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,63.93,92,27,4.65,scattered clouds
362,Sabha,LY,27.0377,14.4283,89.53,12,0,2.3,clear sky
363,Mnogovershinnyy,RU,53.9353,139.9242,50.45,55,11,13.94,few clouds
364,Humberto De Campos,BR,-2.5983,-43.4611,77.99,76,100,9.19,overcast clouds
365,Dawei,MM,14.0833,98.2,83.08,76,66,5.86,broken clouds
366,Tual,ID,-5.6667,132.75,82.35,75,87,3.27,overcast clouds
367,Burnie,AU,-41.0667,145.9167,59.94,75,55,3.85,broken clouds
368,Tambura,SS,5.6,27.4667,77.7,77,7,2.68,clear sky
369,Kalamare,BW,-22.9337,26.5703,61.63,68,99,7.76,overcast clouds
370,Ilulissat,GL,69.2167,-51.1,35.62,93,100,10.36,overcast clouds
371,Obzor,BG,42.8167,27.8833,64.62,50,3,13.56,clear sky
372,Puro,PH,12.4841,123.3827,85.32,68,100,8.52,moderate rain
373,Perote,MX,19.5667,-97.2333,51.26,88,99,2.39,overcast clouds
374,Kyshtovka,RU,56.555,76.6271,76.62,39,55,11.52,broken clouds
375,Providencia,MX,28.7167,-111.5833,81.21,86,100,12.26,overcast clouds
376,Priargunsk,RU,50.3691,119.1012,62.62,28,14,11.86,few clouds
377,Tezu,IN,27.9167,96.1667,82.53,92,100,0.45,moderate rain
378,Store Heddinge,DK,55.3097,12.3889,48.9,70,6,6.76,clear sky
379,Gornopravdinsk,RU,60.05,69.9,61.45,64,88,10.74,overcast clouds
380,Zwedru,LR,6.0667,-8.1281,71.15,99,100,1.95,light rain
381,Kigoma,TZ,-4.8769,29.6267,82.47,51,80,3.22,broken clouds
382,Lagoa,PT,39.05,-27.9833,73.15,81,100,6.49,overcast clouds
383,Borogontsy,RU,62.6683,131.1683,41.04,41,0,8.72,clear sky
384,Seddon,AU,-37.8068,144.8916,68.31,69,75,6.91,broken clouds
385,Mehamn,NO,71.0357,27.8492,42.75,87,100,19.57,light rain
386,Nangomba,TZ,-10.9,38.5,82.45,40,97,5.79,overcast clouds
387,Beinamar,TD,8.6698,15.3813,73.83,90,100,2.1,overcast clouds
388,Andra,RU,62.5147,65.8878,57.99,60,58,20.11,broken clouds
389,Rumford,US,44.5537,-70.5509,53.17,93,100,2.59,overcast clouds
390,Anito,PH,12.4497,125.2886,84.22,74,100,4.18,light rain
391,Hami,CN,42.8,93.45,84.15,13,0,1.5,clear sky
392,Dalvik,IS,65.9702,-18.5286,49.82,92,100,1.92,overcast clouds
393,Stanislav,UA,46.5691,32.1478,57.81,59,1,16.62,clear sky
394,Castro Marim,PT,37.2207,-7.4435,71.29,83,10,4.99,clear sky
395,Sorong,ID,-0.8833,131.25,80.89,79,100,5.44,overcast clouds
396,Peru,US,40.7537,-86.0689,74.59,91,75,5.75,broken clouds
397,Itarema,BR,-2.9248,-39.9167,76.51,76,48,15.28,scattered clouds
398,Fukue,JP,32.6881,128.8419,72.05,63,100,27.58,overcast clouds
399,Ancud,CL,-41.8697,-73.8203,40.26,88,9,0.78,clear sky
400,Zhezkazgan,KZ,47.8043,67.7144,75.18,12,0,11.18,clear sky
401,Laibin,CN,23.7,109.2667,89.24,55,100,10.63,overcast clouds
402,Atar,MR,20.5169,-13.0499,83.95,39,23,13.2,few clouds
403,Corinth,GR,37.9407,22.9573,72.9,67,63,2.62,broken clouds
404,Kieta,PG,-6.2167,155.6333,78.85,83,100,4.63,moderate rain
405,Whitianga,NZ,-36.8333,175.7,56.5,89,0,3.58,clear sky
406,Kilimatinde,TZ,-5.85,34.95,75.7,47,73,7.29,broken clouds
407,Marzuq,YE,14.4,46.4667,88.47,24,0,3.53,clear sky
408,Luang Prabang,LA,19.8856,102.1347,92.52,47,84,1.43,broken clouds
409,Sivas,TR,39.7916,37.0019,57.83,82,75,11.5,broken clouds
410,Kozulka,UA,50.0351,23.797,48.54,92,100,10.02,overcast clouds
411,Atocha,BO,-20.9333,-66.2333,30.25,17,12,11.43,few clouds
412,Dengzhou,CN,37.8086,120.7508,71.89,50,0,4.03,clear sky
413,Bac Lieu,VN,9.285,105.7244,86.65,67,99,13.22,overcast clouds
414,Iquique,CL,-20.2208,-70.1431,57.24,78,26,4.97,scattered clouds
415,Bubaque,GW,11.2833,-15.8333,80.89,78,86,13.42,overcast clouds
416,Wukari,NG,7.85,9.7833,75.42,86,91,5.1,overcast clouds
417,Itapora,BR,-22.0799,-54.7874,65.71,98,36,1.43,scattered clouds
418,Yabrud,SY,33.9674,36.6574,66.38,58,35,5.66,scattered clouds
419,Moose Factory,CA,51.2585,-80.6094,60.8,94,100,2.3,overcast clouds
420,Belyy Yar,RU,53.6039,91.3903,63.86,45,0,4.47,clear sky
421,Amapa,BR,1.0,-52.0,71.38,99,34,1.99,scattered clouds
422,Saint-Philippe,RE,-21.3585,55.7679,76.59,76,52,14.12,broken clouds
423,Ferme-Neuve,CA,46.7001,-75.4493,46.22,99,40,2.53,scattered clouds
424,Thessalon,CA,46.2501,-83.5666,64.69,90,40,4.76,scattered clouds
425,Tottori,JP,35.5,134.2333,68.38,64,100,12.77,overcast clouds
426,Changli,CN,39.7042,119.1506,78.73,28,20,15.08,few clouds
427,Lata,PT,40.1629,-8.3327,66.07,82,43,0.89,scattered clouds
428,Tura,IN,25.5198,90.2201,85.23,68,46,6.04,scattered clouds
429,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,86,75,6.91,broken clouds
430,Sistranda,NO,63.7256,8.834,44.56,62,100,9.91,overcast clouds
431,Havelock,US,34.8791,-76.9013,75.92,95,0,2.55,clear sky
432,Kaabong,UG,3.4836,34.1492,73.44,50,100,16.51,overcast clouds
433,Abu Dhabi,AE,24.4667,54.3667,100.51,34,0,6.91,clear sky
434,Amahai,ID,-3.3333,128.9167,78.49,87,92,6.13,moderate rain
435,Yagodnoye,RU,62.55,149.6667,35.19,91,100,3.42,overcast clouds
436,Waitati,NZ,-45.75,170.5667,47.8,82,98,1.74,overcast clouds
437,Kisangani,CD,0.5167,25.2,71.51,97,100,1.83,overcast clouds
438,Husavik,IS,66.0449,-17.3389,47.89,96,100,1.19,moderate rain
439,Hualmay,PE,-11.0964,-77.6139,60.19,87,99,12.06,overcast clouds
440,Sozimskiy,RU,59.7418,52.2482,55.81,63,39,11.83,scattered clouds
441,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.45,92,94,11.1,light rain
442,Tahoua,NE,14.8888,5.2692,82.33,60,100,7.7,overcast clouds
443,Vavatenina,MG,-17.4667,49.2,69.51,91,51,5.93,light rain
444,Kulhudhuffushi,MV,6.6221,73.07,81.61,77,14,9.71,few clouds
445,Teguise,ES,29.0605,-13.564,66.42,83,40,6.91,scattered clouds
446,Rudnyy,KZ,52.9594,63.1206,80.83,14,10,5.5,clear sky
447,Clinton,US,42.587,-82.9199,66.13,91,20,3.44,few clouds
448,Pangnirtung,CA,66.1451,-65.7125,32.77,81,15,2.42,few clouds
449,Griffith,US,41.5284,-87.4237,78.89,74,0,8.05,clear sky
450,Tacoronte,ES,28.4769,-16.4102,66.16,92,40,11.01,scattered clouds
451,Vardo,NO,70.3705,31.1107,42.78,75,75,17.27,broken clouds
452,Mamallapuram,IN,12.6264,80.1722,93.25,49,91,5.21,overcast clouds
453,Stawell,AU,-37.05,142.7667,55.15,92,100,6.85,overcast clouds
454,Chumikan,RU,54.7183,135.315,54.82,56,13,17.63,few clouds
455,Gat,IL,31.61,34.7642,81.28,100,23,10.6,few clouds
456,Severomuysk,RU,56.1481,113.4267,33.1,91,100,6.17,overcast clouds
457,Qasigiannguit,GL,68.8193,-51.1922,35.85,98,100,9.4,light rain
458,Salalah,OM,17.0151,54.0924,87.89,62,20,11.5,few clouds
459,Ongandjera,NA,-17.8833,15.0667,67.95,17,0,10.83,clear sky
460,Lingao,CN,19.9103,109.6859,86.11,70,100,14.23,overcast clouds
461,Aksu,CN,41.1231,80.2644,82.94,22,79,3.36,broken clouds
462,Mayo,US,38.8876,-76.5119,70.95,87,0,0.0,clear sky
463,Galway,IE,53.2719,-9.0489,54.7,87,100,9.37,overcast clouds
464,Nikki,BJ,9.9401,3.2108,72.1,95,96,3.62,overcast clouds
465,Ascension,US,30.2169,-90.9001,74.08,89,0,0.0,clear sky
466,Dhidhdhoo,MV,6.8833,73.1,81.48,77,19,9.17,few clouds
467,Puerto Quijarro,BO,-17.7833,-57.7667,80.11,55,100,0.51,overcast clouds
468,Hovd,MN,48.0056,91.6419,61.38,30,7,5.46,clear sky
469,Samarai,PG,-10.6167,150.6667,80.58,85,100,16.04,overcast clouds
470,The Valley,AI,18.217,-63.0578,82.09,76,100,20.31,overcast clouds
471,Visby,SE,57.6409,18.296,52.05,76,0,11.5,clear sky
472,Yar-Sale,RU,66.8333,70.8333,47.17,91,100,17.49,light rain
473,Kamenka,RU,51.3223,42.7678,60.26,54,97,4.88,overcast clouds
474,Nanakuli,US,21.3906,-158.1547,80.55,69,0,5.75,clear sky
475,Deputatskiy,RU,69.3,139.9,27.41,94,100,7.72,light snow
476,Evensk,RU,61.95,159.2333,44.51,89,100,7.9,overcast clouds
477,Saint-Georges,GD,12.0564,-61.7485,81.93,79,40,16.46,scattered clouds
478,Palora,EC,-1.7,-77.9333,62.58,94,58,3.38,broken clouds
479,Shelburne,CA,44.0787,-80.2041,60.3,82,0,8.23,clear sky
480,Puerto Leguizamo,CO,-0.1934,-74.7819,71.08,95,97,2.17,overcast clouds
481,Carutapera,BR,-1.195,-46.02,77.43,84,91,8.66,overcast clouds
482,Pangai,TO,-19.8,-174.35,76.95,80,12,21.77,light rain
483,Palu,ID,-0.8917,119.8707,83.08,84,91,4.09,overcast clouds
484,Vanimo,PG,-2.6741,141.3028,80.17,87,100,8.81,overcast clouds
485,Cap Malheureux,MU,-19.9842,57.6142,76.46,64,1,11.99,clear sky
486,Waipawa,NZ,-41.4122,175.5153,48.81,91,100,7.96,light rain
487,Mataram,ID,-8.5833,116.1167,86.81,65,34,10.18,scattered clouds
488,Wao,PH,7.6833,124.6833,74.77,80,66,1.86,broken clouds
489,Oktyabrskiy,RU,54.4815,53.471,72.07,34,92,8.63,overcast clouds
490,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.93,88,32,2.26,scattered clouds
491,Madera,US,37.1666,-119.8343,68.23,71,66,2.64,broken clouds
492,Zhigansk,RU,66.7697,123.3711,35.62,66,100,16.44,overcast clouds
493,Raga,SS,8.4596,25.678,77.81,82,20,3.18,few clouds
494,Zhangjiakou,CN,40.81,114.8794,71.74,29,51,12.59,broken clouds
495,Hendek,TR,40.7994,30.7481,64.06,64,8,5.21,clear sky
496,Henties Bay,NA,-22.116,14.2845,62.33,52,0,7.05,clear sky
497,Arrifes,PT,37.7667,-25.7,70.23,83,20,2.3,few clouds
498,Mineros,BO,-17.1167,-63.2333,70.52,71,89,5.14,overcast clouds
499,Shambu,ET,9.5667,37.1,60.15,78,23,0.63,light rain
500,Walvis Bay,NA,-22.9575,14.5053,60.1,32,0,8.7,clear sky
501,Kropotkin,RU,45.4375,40.5756,65.41,72,90,5.08,overcast clouds
502,Santa Cruz De Tenerife,ES,28.4682,-16.2546,71.87,95,40,10.36,scattered clouds
503,Bagan,RU,54.1001,77.6646,77.41,34,32,4.25,scattered clouds
504,Millinocket,US,45.6573,-68.7098,51.91,87,100,6.91,overcast clouds
505,Nouakchott,MR,18.0858,-15.9785,82.33,70,59,8.46,broken clouds
506,Kajaani,FI,64.2273,27.7285,44.65,61,0,5.75,clear sky
507,Kidal,ML,18.4411,1.4078,84.52,52,20,9.84,few clouds
508,Hay River,CA,60.8156,-115.7999,48.18,61,20,10.36,few clouds
509,Debre Tabor,ET,11.85,38.0167,60.42,68,58,3.15,light rain
510,Sheltozero,RU,61.3667,35.3667,49.73,87,100,6.96,overcast clouds
511,Raudeberg,NO,61.9875,5.1352,52.86,61,100,19.24,overcast clouds
512,Le Port,RE,-20.9373,55.2919,78.76,69,17,6.31,few clouds
513,Buin,CL,-33.7333,-70.75,47.73,88,72,1.57,broken clouds
514,Tateyama,JP,34.9833,139.8667,73.09,76,100,18.14,overcast clouds
515,Pokrovskoye,RU,47.4157,38.8971,65.93,48,2,11.21,clear sky
516,Berdigestyakh,RU,62.0989,126.6992,40.24,54,58,10.71,broken clouds
517,Noumea,NC,-22.2763,166.4572,73.38,83,8,12.5,clear sky
518,Mittagong,AU,-34.45,150.45,59.0,79,100,6.15,moderate rain
519,Moose Jaw,CA,50.4001,-105.5344,41.25,75,6,10.36,clear sky
520,Dolores,AR,-36.3132,-57.6792,48.0,83,100,1.41,overcast clouds
521,Calamar,CO,10.2511,-74.9146,73.87,91,100,1.05,overcast clouds
522,Verkh-Usugli,RU,52.7,115.1667,52.99,44,100,10.4,overcast clouds
523,Dunedin,NZ,-45.8742,170.5036,47.8,82,95,2.57,overcast clouds
524,Chimore,BO,-16.9833,-65.1333,75.83,73,90,1.43,overcast clouds
525,Yaan,NG,7.3833,8.5667,74.05,92,95,4.16,overcast clouds
526,Pocone,BR,-16.2567,-56.6228,81.54,55,57,4.81,broken clouds
527,Laredo,US,27.5064,-99.5075,79.09,78,0,9.22,clear sky
528,Champasak,LA,14.75,106.0,76.44,90,100,0.87,overcast clouds
529,Ludza,LV,56.55,27.7167,50.43,87,100,5.75,overcast clouds
530,Santa Isabel,BR,-23.3156,-46.2214,60.1,87,100,2.1,overcast clouds
531,Huarmey,PE,-10.0681,-78.1522,60.87,88,46,11.77,scattered clouds
532,Changji,CN,44.0167,87.3167,83.19,14,0,6.71,clear sky
533,Balkhash,KZ,46.844,74.9804,77.61,19,0,11.18,clear sky
534,Vanavara,RU,60.34,102.2797,37.26,71,100,11.36,overcast clouds
535,Viesca,MX,25.35,-102.8,75.6,60,3,5.37,clear sky
536,Ambilobe,MG,-13.2,49.05,88.79,24,0,9.93,clear sky
537,Ziro,IN,27.6333,93.8333,67.08,89,64,3.29,broken clouds
538,Port-Cartier,CA,50.0334,-66.8654,46.08,93,100,6.29,overcast clouds
539,Aitape,PG,-3.1374,142.3475,80.51,83,100,5.37,overcast clouds
540,Taksimo,RU,56.3444,114.8794,50.5,59,100,3.4,light rain
541,Bilma,NE,18.6853,12.9164,90.7,34,39,4.85,scattered clouds
542,Chhuikhadan,IN,21.5333,80.9833,84.87,70,100,8.16,overcast clouds
543,Nuqui,CO,5.7125,-77.2708,76.48,86,84,1.39,broken clouds
544,Sangmelima,CM,2.9333,11.9833,68.14,96,100,2.59,overcast clouds
545,Hirara,JP,24.8,125.2833,78.8,69,16,21.34,few clouds
546,Oistins,BB,13.0667,-59.5333,82.49,78,20,26.46,few clouds
547,Sitka,US,57.0531,-135.33,58.89,82,100,0.0,overcast clouds
548,Porto Walter,BR,-8.2686,-72.7439,73.6,85,100,2.86,moderate rain
549,Nuevo Progreso,MX,23.1667,-97.95,75.47,80,78,2.59,broken clouds
550,Hofn,IS,64.2539,-15.2082,50.77,92,60,11.7,broken clouds
551,State College,US,40.7934,-77.86,55.81,92,40,0.0,scattered clouds
552,Arlit,NE,18.7369,7.3853,86.49,45,59,4.72,light rain
553,Jutai,BR,-5.1833,-68.9,71.76,95,10,0.56,clear sky
554,Dracena,BR,-21.4843,-51.535,70.23,91,7,2.33,clear sky
555,Sungaipenuh,ID,-2.0833,101.3833,71.53,89,97,3.29,overcast clouds
556,Najran,SA,17.4924,44.1277,88.75,17,7,5.95,clear sky
557,Krasnoselkup,RU,65.7,82.4667,46.06,95,100,22.19,overcast clouds
558,Zhongshu,CN,24.5167,103.7667,70.9,79,97,4.12,overcast clouds
559,Havre,FR,49.5833,0.3333,50.4,93,0,0.0,clear sky
560,Leh,IN,34.1667,77.5833,53.38,67,92,7.61,overcast clouds
561,Terrace Bay,CA,48.7834,-87.1,55.26,95,22,5.44,few clouds
562,Aksay,RU,47.26,39.87,68.22,53,0,3.0,clear sky
563,Nador,MA,35.174,-2.9287,73.65,88,40,0.0,scattered clouds
564,Norden,DE,53.6,7.2,54.14,79,11,4.32,few clouds
565,Banda Aceh,ID,5.5577,95.3222,85.96,64,66,14.72,broken clouds
566,Yumen,CN,40.2833,97.2,77.88,17,5,15.1,clear sky
567,Port Hedland,AU,-20.3167,118.5667,87.85,20,5,13.8,clear sky
568,Ishigaki,JP,24.3448,124.1572,80.73,74,75,17.27,broken clouds
569,Pisco,PE,-13.7,-76.2167,55.45,88,75,1.14,mist
570,Turayf,SA,31.6725,38.6637,73.65,64,0,6.91,clear sky
571,Westport,US,41.1415,-73.3579,66.24,84,100,6.91,overcast clouds
572,Koroni,GR,36.8,21.95,76.06,66,91,2.24,overcast clouds
573,Fukuma,JP,33.7667,130.4667,76.28,57,100,15.77,overcast clouds
574,Buchanan,LR,5.8808,-10.0467,74.98,92,100,6.44,moderate rain
575,Kayes,ML,14.0,-11.0,71.78,97,100,4.27,light rain
576,Shitkino,RU,56.3703,98.3543,46.92,43,100,10.92,overcast clouds
577,Ruwi,OM,23.5996,58.5507,87.49,54,4,8.59,clear sky
578,Salym,RU,60.0625,71.4789,62.35,74,100,9.78,overcast clouds
579,La Ronge,CA,55.1001,-105.2842,43.05,87,20,4.61,few clouds
580,Tezpur,IN,26.6333,92.8,89.1,66,30,7.87,scattered clouds
581,Micheweni,TZ,-4.9667,39.8333,80.58,63,98,6.24,overcast clouds
582,Neftcala,AZ,39.3742,49.2472,83.5,44,15,0.83,few clouds
583,Muros,ES,42.7762,-9.0603,60.15,74,3,7.2,clear sky
584,Suntar,RU,62.1444,117.6319,38.08,56,100,8.25,overcast clouds
585,Hambantota,LK,6.1241,81.1185,87.76,62,12,23.13,few clouds
586,Vitim,RU,59.4511,112.5578,42.73,97,100,1.43,light rain
587,Honningsvag,NO,70.9821,25.9704,42.55,81,100,11.5,light rain
588,Zubtsov,RU,56.1753,34.5894,51.71,77,100,7.72,overcast clouds
589,Bonthe,SL,7.5264,-12.505,75.45,89,100,6.26,light rain
590,Shiraz,IR,29.6036,52.5388,83.64,26,20,0.0,few clouds
591,Ulladulla,AU,-35.35,150.4667,67.77,83,100,14.29,light rain
592,Tabuk,PH,17.4189,121.4443,84.02,72,100,5.19,overcast clouds
593,Margate,GB,51.3813,1.3862,57.69,87,16,1.01,few clouds
594,Springdale,US,36.1867,-94.1288,77.13,73,0,4.61,clear sky
595,Mildura,AU,-34.2,142.15,60.08,85,100,18.21,overcast clouds
596,Tecpan,GT,14.7623,-90.9947,55.89,99,100,0.4,overcast clouds
597,Baykit,RU,61.67,96.37,44.06,41,100,2.17,overcast clouds
598,Manzhouli,CN,49.6,117.4333,57.47,36,99,18.86,overcast clouds
599,Tabat,ID,-2.635,115.2274,90.05,52,98,1.83,light rain
600,Kailua,US,21.4022,-157.7394,80.58,77,75,10.36,broken clouds
601,Komatipoort,ZA,-25.4332,31.9548,65.05,83,100,10.02,light rain
602,Saint-Augustin,CA,51.226,-58.6502,47.41,73,89,2.37,overcast clouds
603,Rorvik,NO,64.8621,11.2373,48.31,81,75,6.91,light rain
604,Tiznit,MA,29.5833,-9.5,69.35,63,4,0.83,clear sky
605,Birjand,IR,32.8663,59.2211,84.67,10,0,4.61,clear sky
606,Kahului,US,20.8947,-156.47,79.84,77,20,12.66,few clouds
607,Koppies,ZA,-27.2418,27.5742,57.63,59,37,14.32,light rain
608,Bhatkal,IN,13.9667,74.5667,81.84,72,96,7.87,overcast clouds
609,Elektrogorsk,RU,55.8794,38.7919,54.73,67,100,5.61,overcast clouds
610,Kutum,SD,14.2,24.6667,77.79,46,98,4.03,overcast clouds
611,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,62,75,13.42,broken clouds
612,Necocli,CO,8.4234,-76.786,75.18,89,96,8.23,overcast clouds
613,Poum,NC,-20.2333,164.0167,76.44,75,1,16.24,clear sky
614,Da Lat,VN,11.9465,108.4419,68.47,92,100,3.47,overcast clouds
615,Sangar,RU,63.9242,127.4739,38.77,55,3,16.46,clear sky
616,Jand,PK,33.4299,72.0193,92.34,38,0,1.57,clear sky
617,Moree,AU,-29.4667,149.85,60.82,88,100,12.66,light rain
618,Naples,IT,40.8333,14.25,70.14,52,0,8.05,clear sky
619,Warrington,GB,53.3925,-2.5802,55.74,91,40,4.61,scattered clouds
620,Khani,GE,41.9563,42.9566,69.37,57,21,3.94,few clouds
621,Pineville,US,31.3224,-92.4343,73.29,81,0,0.0,mist
622,Nizhnevartovsk,RU,60.9344,76.5531,62.62,100,0,8.99,clear sky
623,Marivan,IR,35.5219,46.176,84.67,15,36,8.9,light rain
624,Maceio,BR,-9.6658,-35.7353,69.24,100,40,3.44,scattered clouds
625,Tucurui,BR,-3.7661,-49.6725,73.67,85,24,5.23,few clouds
626,Conceicao Do Araguaia,BR,-8.2578,-49.2647,82.49,38,99,3.87,overcast clouds
627,Batemans Bay,AU,-35.7167,150.1833,64.09,81,100,14.54,light rain
628,Nova Prata,BR,-28.7839,-51.61,50.59,99,34,2.13,scattered clouds
629,Christchurch,NZ,-43.5333,172.6333,50.95,78,100,11.5,overcast clouds
630,Tessalit,ML,20.1986,1.0114,86.25,42,10,7.43,clear sky
631,Batagay,RU,67.6333,134.6333,32.02,95,100,10.58,snow
632,Pando,UY,-34.7167,-55.95,52.9,81,0,1.14,clear sky
633,Tamiahua,MX,21.2667,-97.45,74.41,89,18,4.38,few clouds
634,Vieux-Habitants,GP,16.0589,-61.7659,80.17,80,96,12.44,overcast clouds
635,Saint-Leu,RE,-21.15,55.2833,77.83,70,11,7.43,few clouds
636,Oranjemund,NA,-28.55,16.4333,65.95,32,2,7.43,clear sky
637,Tonantins,BR,-2.8731,-67.8022,69.73,92,28,0.87,scattered clouds
638,Yashkul,RU,46.1711,45.3435,75.24,50,100,8.68,overcast clouds
639,Kupang,ID,-10.1667,123.5833,88.38,70,20,8.05,few clouds
640,Paita,PE,-5.0892,-81.1144,61.88,87,96,13.13,overcast clouds
641,Narsaq,GL,60.9167,-46.05,39.42,64,86,3.69,overcast clouds
642,Cap-Aux-Meules,CA,47.3821,-61.8597,57.22,82,100,16.11,overcast clouds
643,Karambakkudi,IN,10.4667,79.1333,94.23,38,87,8.08,overcast clouds
644,Lusambo,CD,-4.9667,23.45,79.61,72,92,3.33,overcast clouds
645,Marsa Matruh,EG,31.3525,27.2453,78.13,61,0,3.91,clear sky
646,Cordoba,AR,-31.4135,-64.1811,47.75,83,75,9.22,broken clouds
647,Padang,ID,-0.9492,100.3543,80.65,79,93,5.17,light rain
648,Mascota,MX,20.5167,-104.7833,62.6,93,67,1.72,broken clouds
649,Szekesfehervar,HU,47.1899,18.4103,52.86,68,28,10.67,scattered clouds
650,Chern,RU,53.4523,36.9145,48.04,94,100,13.09,moderate rain
651,Camacha,PT,33.0833,-16.3333,67.42,88,20,6.91,few clouds
652,Lubango,AO,-14.9172,13.4925,69.46,27,0,5.08,clear sky
653,Billings,US,45.7833,-108.5007,51.67,74,100,5.75,overcast clouds
654,Rafai,CF,4.95,23.9167,76.87,79,22,1.12,few clouds
655,Melipilla,CL,-33.7,-71.2167,34.61,89,8,1.7,clear sky
656,Weligama,LK,5.9667,80.4167,85.57,65,30,13.15,scattered clouds
657,Goderich,CA,43.7501,-81.7165,64.9,82,4,6.91,clear sky
658,Xining,CN,36.6167,101.7667,68.07,40,67,4.18,broken clouds
659,Filimonovo,RU,56.2011,95.4611,52.93,33,52,9.6,broken clouds
660,Srednekolymsk,RU,67.45,153.6833,38.23,97,100,14.76,light rain
661,Tonj,SS,7.2737,28.6822,81.23,73,28,3.09,scattered clouds
662,Aasiaat,GL,68.7098,-52.8699,33.82,97,100,6.58,light snow
663,Vuktyl,RU,63.8567,57.3094,49.95,86,100,14.76,light rain
664,Zapolyarnyy,RU,69.4154,30.8136,38.48,74,44,12.33,scattered clouds
665,Koulikoro,ML,14.0,-7.75,72.21,92,99,5.86,light rain
666,Esik,KZ,43.3552,77.4525,78.22,30,61,6.64,broken clouds
667,Siloam Springs,US,36.1881,-94.5405,75.81,67,0,5.75,clear sky
668,Okhotsk,RU,59.3833,143.3,45.03,53,1,29.82,clear sky
669,Machala,EC,-3.2667,-79.9667,68.5,89,100,2.89,overcast clouds
670,Aguimes,ES,27.9054,-15.4461,70.43,73,40,13.8,scattered clouds
671,Middleton,GB,53.55,-2.2,54.88,94,86,3.69,overcast clouds
672,San Carlos Del Zulia,VE,9.0,-71.9135,72.52,95,44,3.15,scattered clouds
673,Santa Cruz Del Sur,CU,20.7147,-77.9956,76.57,90,56,7.47,broken clouds
674,Smidovich,RU,48.6,133.8167,60.17,55,88,17.56,overcast clouds
675,Yuci,CN,37.6803,112.7319,71.35,40,0,8.95,clear sky
676,Lancaster,US,40.2504,-76.2499,62.78,92,0,0.0,clear sky
677,Bafq,IR,31.6128,55.4107,90.68,10,5,2.39,clear sky
678,Saurimo,AO,-9.6608,20.3916,79.84,52,18,1.86,few clouds
679,Olafsvik,IS,64.8945,-23.7142,49.69,91,100,8.84,overcast clouds
680,Spearfish,US,44.4908,-103.8594,52.27,64,0,3.44,clear sky
681,General Roca,AR,-39.0333,-67.5833,42.62,53,0,12.35,clear sky
682,Bousso,TD,10.4795,16.7117,76.64,83,100,2.59,overcast clouds
683,Yulara,AU,-25.2406,130.9889,77.9,18,0,8.19,clear sky
684,Sioux Lookout,CA,50.1001,-91.917,55.47,76,100,9.22,overcast clouds
685,Mogadishu,SO,2.0371,45.3438,80.78,76,20,13.78,few clouds
686,Glenwood Springs,US,39.5505,-107.3248,58.23,94,100,5.75,overcast clouds
687,Marshall,US,34.3834,-86.3333,74.3,89,0,0.0,clear sky
688,Carlyle,US,38.6103,-89.3726,77.43,77,0,1.99,clear sky
689,Amga,RU,60.8953,131.9608,42.33,38,5,8.01,clear sky
690,Prescott,US,34.54,-112.4685,65.97,88,75,5.01,broken clouds
691,Yukamenskoye,RU,57.8865,52.2416,58.42,58,11,9.4,few clouds
692,Elko,US,41.0002,-115.5012,59.65,23,0,5.01,clear sky
693,Savonlinna,FI,61.8699,28.88,46.45,81,100,8.05,overcast clouds
694,Dong Xoai,VN,11.5333,106.9167,81.95,86,100,4.68,overcast clouds
695,Diamantina,BR,-18.2494,-43.6003,61.88,88,100,1.52,overcast clouds
