City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
674,Smidovich,RU,60.17,overcast clouds,48.6,133.8167,Gostinnitsa
675,Yuci,CN,71.35,clear sky,37.6803,112.7319,Thank Inn Plus Hotel Shanxi Jinzhong Yuci District Yingbin West Street Yinhaixinyue
676,Lancaster,US,62.78,clear sky,40.2504,-76.2499,Refreshing Mountain Retreat and Adventure Center
678,Saurimo,AO,79.84,few clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
682,Bousso,TD,76.64,overcast clouds,10.4795,16.7117,
683,Yulara,AU,77.9,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
687,Marshall,US,74.3,clear sky,34.3834,-86.3333,Riverview Campground
688,Carlyle,US,77.43,clear sky,38.6103,-89.3726,Mariner's Village at Carlyle Lake
690,Prescott,US,65.97,broken clouds,34.54,-112.4685,Prescott Resort & Conference Center
695,Diamantina,BR,61.88,overcast clouds,-18.2494,-43.6003,POUSADA OURO DE MINAS
